line_id,molecule,transition,E(K),Aij(s-1),isNull,per01_intensity,median_intensity,mean_log_intensity,per75_intensity,per90_intensity,per95_intensity,per99_intensity,freq
h2_v10_j5__v8_j7,h2,v10_j5__v8_j7,4682.29717523,3.751e-07,False,-10.850607351125957,-8.321898078694016,-8.438751745133223,-7.21280677309379,-6.738329752743955,-6.622811924158819,-6.520772967000137,97563.24286250012
h2_v10_j5__v8_j5,h2,v10_j5__v8_j5,5921.69358732,4.728e-07,False,-10.655972187394932,-8.119861784395841,-8.24392225451288,-7.012383639225342,-6.538490000559277,-6.424316357131799,-6.323671452668347,123388.07384403818
h2_v10_j5__v8_j3,h2,v10_j5__v8_j3,6817.70279371,4.59e-07,False,-10.610688435467594,-8.0715828059609,-8.201448860256688,-6.966691721510955,-6.492911078134632,-6.37821045539221,-6.278482518047968,142057.87640858162
h2_v10_j5__v9_j7,h2,v10_j5__v9_j7,1645.07715614,8.578e-09,False,-12.954148552486048,-10.418291930024104,-10.542003742480649,-9.31056924385939,-8.835494990013203,-8.721405298747214,-8.621264023007829,34277.84613097607
h2_v10_j5__v9_j5,h2,v10_j5__v9_j5,2762.8621972,4.756e-08,False,-11.97274738062426,-9.447903381925848,-9.557593142450594,-8.338053245919545,-7.862203116473949,-7.745712398431228,-7.6438869142396015,57568.707293296364
h2_v10_j5__v9_j3,h2,v10_j5__v9_j3,3574.76903352,6.644e-09,False,-12.71760700089444,-10.190538464138642,-10.302029382530996,-9.081304393849235,-8.604974191706546,-8.488398903870888,-8.386494733014786,74486.10080532207
h2_v10_j5__v10_j3,h2,v10_j5__v10_j3,720.18484348,6.194e-10,False,-14.445619657918332,-11.917805948846594,-12.029423312658562,-10.80790744678426,-10.331690104293967,-10.215522552295468,-10.113049752745932,15006.217281986046
h2_v10_j6__v0_j8,h2,v10_j6__v0_j8,40669.62473998,2.068e-11,False,-14.870272979602031,-11.994678038460377,-12.264311812397343,-11.041022920417422,-10.598072904162732,-10.5210249016315,-10.470844718589408,847417.4805956234
h2_v10_j6__v0_j6,h2,v10_j6__v0_j6,43024.9687096,2.705e-14,False,-17.743690718643794,-14.863197488073556,-15.13041038411012,-13.907046947774722,-13.464057135473022,-13.390341691961542,-13.339621971051235,896494.8857950218
h2_v10_j6__v0_j4,h2,v10_j6__v0_j4,44817.82795079,5.733e-11,False,-14.404768536150664,-11.52232033846306,-11.790123598300372,-10.567022846390364,-10.124657297194572,-10.051937472966914,-10.001639800262849,933852.0109454361
h2_v10_j6__v1_j8,h2,v10_j6__v1_j8,34978.34229163,2.4e-10,False,-13.84154774918195,-10.9828490836649,-11.248951646387846,-10.022575795275383,-9.580391898959991,-9.50081689266425,-9.449203304557305,728830.3958960753
h2_v10_j6__v1_j6,h2,v10_j6__v1_j6,37213.04133392,8.166e-12,False,-15.293478750503498,-12.42961227912675,-12.697434279100854,-11.471519678961378,-11.02922120607798,-10.950060293925294,-10.900213922432494,775393.9686955371
h2_v10_j6__v1_j4,h2,v10_j6__v1_j4,38915.12769013,8.532e-10,False,-13.263003701980963,-10.394135224796267,-10.66261373062257,-9.438839848425363,-8.994781059216562,-8.917611789816794,-8.867889079320202,810859.6938148972
h2_v10_j6__v2_j8,h2,v10_j6__v2_j8,29619.57100652,1.361e-09,False,-13.124575596601437,-10.278150589176123,-10.546143621311796,-9.32487690038278,-8.87397955586277,-8.791917402989458,-8.733267085915024,617171.7196592137
h2_v10_j6__v2_j6,h2,v10_j6__v2_j6,31735.99210079,1.914e-10,False,-13.961147045562315,-11.111243027754773,-11.378940439561536,-10.154889727877306,-9.70779666935793,-9.62879452058382,-9.57309475975078,661270.779905094
h2_v10_j6__v2_j4,h2,v10_j6__v2_j4,33349.19315952,6.449e-09,False,-12.421309528100124,-9.568033387270528,-9.834732694930318,-8.609464801586139,-8.164958528759064,-8.08617666549606,-8.033173115161894,694884.4359351997
h2_v10_j6__v3_j8,h2,v10_j6__v3_j8,24588.49248131,4.698e-09,False,-12.621620368915274,-9.792684476954015,-10.062271451819775,-8.83987065367663,-8.388499237096086,-8.299752254863497,-8.236178949255606,512341.0526498603
h2_v10_j6__v3_j6,h2,v10_j6__v3_j6,26588.07012552,2.05e-09,False,-12.967418384859624,-10.13181903720362,-10.399665301091307,-9.175802716120977,-8.727671710002197,-8.641025013527164,-8.579080078148703,554005.4904297846
h2_v10_j6__v3_j4,h2,v10_j6__v3_j4,28113.60236974,3.264e-08,False,-11.75498733748552,-8.912767964504141,-9.181133311748184,-7.958095074615731,-7.508851996527495,-7.424989258396882,-7.364594510592899,585792.424762952
h2_v10_j6__v4_j8,h2,v10_j6__v4_j8,19883.21366547,1.021e-08,False,-12.322063881081776,-9.532111705285445,-9.791441544217406,-8.57231665499942,-8.115841232561246,-8.023625762053639,-7.948590873817878,414298.9500951404
h2_v10_j6__v4_j6,h2,v10_j6__v4_j6,21766.32892255,1.383e-08,False,-12.181120734427354,-9.366589415843832,-9.631247309030226,-8.411190134745059,-7.95594874336046,-7.866423747268808,-7.795166158919367,453536.7054722435
h2_v10_j6__v4_j4,h2,v10_j6__v4_j4,23204.65758365,1.232e-07,False,-11.219160649621138,-8.39560968155951,-8.661851822996677,-7.4405857195925345,-6.9873934237873945,-6.898510145155557,-6.831499918914274,483506.61195774993
h2_v10_j6__v5_j8,h2,v10_j6__v5_j8,15505.16221556,9.364e-09,False,-12.412154590008972,-9.669242394628338,-9.909723594644964,-8.694969614660874,-8.23387958694327,-8.13593186943049,-8.051258558534295,323075.15953103366
h2_v10_j6__v5_j6,h2,v10_j6__v5_j6,17270.96370082,6.968e-08,False,-11.516268325971817,-8.75419948630413,-9.00245286972001,-7.788359707303465,-7.326879581921603,-7.231782349797581,-7.150262140394462,359868.49252680247
h2_v10_j6__v5_j4,h2,v10_j6__v5_j4,18621.68426667,3.663e-07,False,-10.783351916206312,-8.002477752285781,-8.257707246856839,-7.041867828679269,-6.5817197999426025,-6.48821093606235,-6.409581222865959,388012.9424994644
h2_v10_j6__v6_j8,h2,v10_j6__v6_j8,11459.66119312,3.267e-09,False,-12.94135279754162,-10.249692050466887,-10.470772574931912,-9.262015199683235,-8.800043461817076,-8.695007040493666,-8.604505678281395,238780.5955634191
h2_v10_j6__v6_j6,h2,v10_j6__v6_j6,13105.80326428,2.769e-07,False,-10.979280120446726,-8.266152689033596,-8.495611493035303,-7.283968620582669,-6.822527560480112,-6.720538716312352,-6.632130198662606,273080.63092306565
h2_v10_j6__v6_j4,h2,v10_j6__v6_j4,14367.46934256,8.452e-07,False,-10.473764690713534,-7.743868794519665,-7.979625912217867,-6.766254341154967,-6.304788365398984,-6.205061660196312,-6.118801849786076,299369.4864570084
h2_v10_j6__v7_j8,h2,v10_j6__v7_j8,7756.7558045,1.886e-07,False,-11.30159962231675,-8.653618420320194,-8.854678221193007,-7.655866345256979,-7.191495854619178,-7.082682346544212,-6.985685062092707,161624.56633102684
h2_v10_j6__v7_j6,h2,v10_j6__v7_j6,9279.01346449,6.566e-07,False,-10.698481563568606,-8.034957265742317,-8.244818049919724,-7.038907808523805,-6.579058715571211,-6.469836560732739,-6.376210443223899,193343.2693998064
h2_v10_j6__v7_j4,h2,v10_j6__v7_j4,10448.88667578,1.158e-06,False,-10.418352924734831,-7.738607325604389,-7.954772447425953,-6.747794031299753,-6.286278689716538,-6.179491457072491,-6.087315604920226,217719.47192604028
h2_v10_j6__v8_j8,h2,v10_j6__v8_j8,4412.40980575,2.835e-07,False,-11.340516878883433,-8.718559867244949,-8.902622603842547,-7.715986170122473,-7.250764233004026,-7.138871978530013,-7.038802994857244,91939.70253844855
h2_v10_j6__v8_j6,h2,v10_j6__v8_j6,5804.10056903,4.336e-07,False,-11.046297362699493,-8.41544195400608,-8.606776105530354,-7.416203255558647,-6.950713836462604,-6.8389301229090895,-6.740433227903778,120937.83291036697
h2_v10_j6__v8_j4,h2,v10_j6__v8_j4,6877.78207603,3.576e-07,False,-11.063077639611253,-8.426503218508408,-8.623704406846285,-7.428277123981779,-6.96379068256219,-6.852555331434329,-6.756265974150467,143309.72553148633
h2_v10_j6__v9_j8,h2,v10_j6__v9_j8,1450.27462264,5.192e-09,False,-13.575258024938652,-10.940678300977003,-11.137805182801465,-9.942168892186665,-9.47722992736218,-9.366592980802569,-9.26886388128367,30218.819936177308
h2_v10_j6__v9_j6,h2,v10_j6__v9_j6,2701.35743805,6.025e-08,False,-12.222710335319922,-9.602545346505815,-9.782864553784028,-8.600181707475828,-8.134333473562087,-8.02201337173599,-7.922007514972875,56287.156052615814
h2_v10_j6__v9_j4,h2,v10_j6__v9_j4,3672.22988865,2.285e-08,False,-12.5117657721968,-9.891502199028048,-10.073164130742024,-8.889090335428149,-8.423609875925049,-8.311497805845585,-8.21090471818506,76516.85552309969
h2_v10_j6__v10_j4,h2,v10_j6__v10_j4,858.34251117,1.478e-09,False,-14.3328603625399,-11.712027853245536,-11.894761413349778,-10.709453234039984,-10.243662780151398,-10.13254854731835,-10.030490742716196,17884.955982609834
h2_v10_j7__v0_j9,h2,v10_j7__v0_j9,39824.54961916,2.027e-11,False,-14.647444193757549,-11.939757204774205,-12.11551953140409,-10.91223037947075,-10.405277176934613,-10.29747495522864,-10.250581561735506,829808.9721724973
h2_v10_j7__v0_j7,h2,v10_j7__v0_j7,42435.19933732,8.306e-14,False,-17.022276358023515,-14.30301366911258,-14.48358213132509,-13.279384592169585,-12.772416072287106,-12.6674913580076,-12.622148930078772,884206.0860142197
h2_v10_j7__v0_j5,h2,v10_j7__v0_j5,44517.51371494,8.661e-11,False,-13.995625748139538,-11.26785030712986,-11.449583086782056,-10.24531790562105,-9.738501105649249,-9.634517144042904,-9.590927053118778,927594.4775957166
h2_v10_j7__v1_j9,h2,v10_j7__v1_j9,34203.9992305,2.437e-10,False,-13.590464084160873,-10.91916193956493,-11.084356480494558,-9.885110709270457,-9.376284478999487,-9.264315937820392,-9.213471200936384,712695.7044605181
h2_v10_j7__v1_j7,h2,v10_j7__v1_j7,36680.01236653,1.073e-11,False,-14.939655464949704,-12.248428432650464,-12.41849863849253,-11.216122826154452,-10.710114962042711,-10.59928042858652,-10.550021067185238,764287.4471203309
h2_v10_j7__v1_j5,h2,v10_j7__v1_j5,38656.32186936,1.23e-09,False,-12.867797356997908,-10.167079557955066,-10.340916097504603,-9.138703728587789,-8.631643954467684,-8.523014445805849,-8.475437689441021,805467.0555006126
h2_v10_j7__v2_j9,h2,v10_j7__v2_j9,28914.65918677,1.439e-09,False,-12.845686736190236,-10.216451471806984,-10.362530017897344,-9.16840248660046,-8.657842658028384,-8.540729079169255,-8.480748239725315,602483.7405555511
h2_v10_j7__v2_j7,h2,v10_j7__v2_j7,31258.56852895,2.195e-10,False,-13.650912593066376,-11.00172074191306,-11.157606947124108,-9.961312550912467,-9.451390127749846,-9.336355299163497,-9.281978907076828,651322.8867781651
h2_v10_j7__v2_j5,h2,v10_j7__v2_j5,33131.02230837,8.814e-09,False,-12.040343143314256,-9.373845712009192,-9.536494784107845,-8.339127710471047,-7.828804327454691,-7.7162441458043665,-7.66372556368392,690338.4930059748
h2_v10_j7__v3_j9,h2,v10_j7__v3_j9,23952.28099133,5.279e-09,False,-12.311251040801912,-9.729406024838005,-9.851970076821424,-8.66918835394291,-8.151919659285003,-8.029347078440333,-7.958754119089948,499084.5561512623
h2_v10_j7__v3_j7,h2,v10_j7__v3_j7,26165.54950814,2.218e-09,False,-12.671590411885132,-10.070121790750338,-10.203143568391466,-9.013962350771168,-8.501024400511714,-8.380420980799606,-8.31511059931579,545201.5892536844
h2_v10_j7__v3_j5,h2,v10_j7__v3_j5,27935.4968117,4.236e-08,False,-11.378819757057878,-8.761746384451584,-8.90331361956373,-7.7115302480120125,-7.199104900551353,-7.081273938297201,-7.01916173667015,582081.3070863248
h2_v10_j7__v4_j9,h2,v10_j7__v4_j9,19315.62125754,1.269e-08,False,-11.959530250285011,-9.435629989720876,-9.53538871997737,-8.359944030525803,-7.839235322063545,-7.7135972890119,-7.631354312295511,402472.24327381054
h2_v10_j7__v4_j7,h2,v10_j7__v4_j7,21398.49606753,1.445e-08,False,-11.890286973454725,-9.337176735141894,-9.447624049514245,-8.270881680096391,-7.74976644670111,-7.625169665673296,-7.548291243551678,445872.31237114547
h2_v10_j7__v4_j5,h2,v10_j7__v4_j5,23066.38700506,1.516e-07,False,-10.856998272465542,-8.285344571665476,-8.404439912353508,-7.224315414019681,-6.70420813504402,-6.582003014010085,-6.508880350862106,480625.52057570795
h2_v10_j7__v5_j9,h2,v10_j7__v5_j9,15006.87554595,1.491e-08,False,-11.923548058874214,-9.469223550503273,-9.54386749607096,-8.38002450024644,-7.853190877048876,-7.725180729174091,-7.631989029277451,312692.5499821388
h2_v10_j7__v5_j7,h2,v10_j7__v5_j7,16958.17154588,7.153e-08,False,-11.225088260672646,-8.737426955944755,-8.824652155399376,-7.657666032849113,-7.1309548263982565,-7.005023926056315,-6.914664292579834,353350.96152955276
h2_v10_j7__v5_j5,h2,v10_j7__v5_j5,18523.41032563,4.245e-07,False,-10.442374731155097,-7.928274810506888,-8.023307061280914,-6.849653642072964,-6.329403569525429,-6.202618126860843,-6.116236547073053,385965.2458202655
h2_v10_j7__v6_j9,h2,v10_j7__v6_j9,11032.30903062,1.553e-10,False,-13.998206302324355,-11.579667638981878,-11.63063794880046,-10.478060221820604,-9.949645777075268,-9.8163268414827,-9.715284282358953,229876.02132187618
h2_v10_j7__v6_j7,h2,v10_j7__v6_j7,12849.09090128,2.776e-07,False,-10.687917700168434,-8.263812285878657,-8.325416386161644,-7.169245113625814,-6.640694050459811,-6.50976086717768,-6.412161958604721,267731.6131909852
h2_v10_j7__v6_j5,h2,v10_j7__v6_j5,14309.82198883,9.03e-07,False,-10.148950380611652,-7.706764535145336,-7.7771429066469615,-6.615131526356819,-6.088936031723787,-5.958718844317464,-5.8643538077210735,298168.31050386856
h2_v10_j7__v7_j9,h2,v10_j7__v7_j9,7403.16848221,1.347e-07,False,-11.197433686959291,-8.811124340958116,-8.838848051756573,-7.701649881792281,-7.170697558081899,-7.033818556042499,-6.927413105590603,154257.0019696329
h2_v10_j7__v7_j7,h2,v10_j7__v7_j7,9080.27903148,6.302e-07,False,-10.454668848332997,-8.052992446880873,-8.091697708675598,-6.94787806374346,-6.417096533621486,-6.281687453269622,-6.177843647775398,189202.31571248657
h2_v10_j7__v7_j5,h2,v10_j7__v7_j5,10433.07474666,1.089e-06,False,-10.167222156124236,-7.75649175058515,-7.803745251816513,-6.654286333920478,-6.1252369183078095,-5.9902779201677,-5.889280344047135,217390.00478136176
h2_v10_j7__v8_j9,h2,v10_j7__v8_j9,4137.01637528,2.098e-07,False,-11.244305198270798,-8.870438785288714,-8.87781618342792,-7.755259708545848,-7.222285182147036,-7.084798309240966,-6.975109547871846,86201.43451867856
h2_v10_j7__v8_j7,h2,v10_j7__v8_j7,5666.359151,3.928e-07,False,-10.84018524282524,-8.462362072347723,-8.478474172627253,-7.3492235700057424,-6.81621182143705,-6.679418569324759,-6.5720721127609,118067.76744536881
h2_v10_j7__v8_j5,h2,v10_j7__v8_j5,6905.75556453,2.423e-07,False,-10.967010847508243,-8.586753243221544,-8.6108494852568,-7.475918158548529,-6.943979645135495,-6.807200075654502,-6.699791421126736,143892.59845691163
h2_v10_j7__v9_j9,h2,v10_j7__v9_j9,1259.7405301,2.861e-09,False,-13.630866839627627,-11.252838502633164,-11.2679075956173,-10.140296260285837,-9.605502484593517,-9.469570620290517,-9.35974543890018,26248.733619912473
h2_v10_j7__v9_j7,h2,v10_j7__v9_j7,2629.13913335,7.345e-08,False,-11.8939623473276,-9.5235425037277,-9.526169177253584,-8.407282248154925,-7.873163141091723,-7.736018909928331,-7.625679787630944,54782.370743849504
h2_v10_j7__v9_j5,h2,v10_j7__v9_j5,3746.92417441,5.095e-08,False,-11.901460432164916,-9.52865897307656,-9.533507381779556,-8.41285347733335,-7.879123134093943,-7.742230636187393,-7.632515346165905,78073.2319061698
h2_v10_j7__v10_j5,h2,v10_j7__v10_j5,984.06197722,2.84e-09,False,-13.735117029458426,-11.363385996090573,-11.368038829736811,-10.246271959736596,-9.713688947642243,-9.576223309261763,-9.465399297418452,20504.524613081794
h2_v10_j8__v0_j10,h2,v10_j8__v0_j10,38917.89840319,1.938e-11,False,-15.111877058315724,-12.321819534243014,-12.504852713752886,-11.28519320190653,-10.727750824698417,-10.608204851420744,-10.563649773653449,810917.4261076285
h2_v10_j8__v0_j8,h2,v10_j8__v0_j8,41765.20518066,1.79e-13,False,-17.135376578976707,-14.332829257641,-14.517240529575512,-13.296354545729477,-12.739923501621648,-12.622718571229974,-12.578858530259168,870245.6729570401
h2_v10_j8__v0_j6,h2,v10_j8__v0_j6,44120.54915028,1.209e-10,False,-14.29338131698014,-11.484593187517197,-11.670299010653306,-10.450017870550528,-9.89181997353837,-9.777650147946051,-9.734731882302986,919323.0781564385
h2_v10_j8__v1_j10,h2,v10_j8__v1_j10,33374.55382777,2.401e-10,False,-14.052030513175184,-11.280009016879044,-11.460029104931778,-10.2418950064895,-9.687788175937682,-9.562603485790982,-9.51302872997481,695412.8665202379
h2_v10_j8__v1_j8,h2,v10_j8__v1_j8,36073.92273231,1.387e-11,False,-15.27069449904448,-12.494947561771395,-12.674219177475836,-11.454595562838294,-10.89888097579901,-10.776824457787132,-10.729172045196346,751658.5882574919
h2_v10_j8__v1_j6,h2,v10_j8__v1_j6,38308.62177459,1.647e-09,False,-13.1837289642281,-10.396980874748678,-10.5790220793167,-9.359755953820324,-8.802243207309171,-8.683300089753342,-8.637756805442217,798222.1610567452
h2_v10_j8__v2_j10,h2,v10_j8__v2_j10,28161.08231028,1.467e-09,False,-13.284432957074108,-10.55592896126642,-10.721772568153645,-9.507563174590087,-8.949141531971627,-8.823272225206551,-8.763477643765532,586781.7461999821
h2_v10_j8__v2_j8,h2,v10_j8__v2_j8,30715.15144719,2.522e-10,False,-14.040616482175004,-11.290883783441984,-11.462937441167808,-10.246293534146552,-9.690407693025202,-9.564631166402616,-9.510926237507942,639999.9120204218
h2_v10_j8__v2_j6,h2,v10_j8__v2_j6,32831.5725429,1.134e-08,False,-12.380687553534663,-9.611769752131163,-9.790790830640628,-8.572340241487622,-8.018379190935104,-7.8938339248241505,-7.842312787064135,684098.9722963066
h2_v10_j8__v3_j10,h2,v10_j8__v3_j10,23273.87861829,5.634e-09,False,-12.724559790542695,-10.043625102794293,-10.192128714966069,-8.986696247415697,-8.424741900139741,-8.293294236275852,-8.221434292214514,484948.94429186615
h2_v10_j8__v3_j8,h2,v10_j8__v3_j8,25684.07292198,2.406e-09,False,-13.079500429329151,-10.375546465220296,-10.532896517027146,-9.322287854558269,-8.762475643156272,-8.63437870617832,-8.56858432316704,535169.2450110684
h2_v10_j8__v3_j6,h2,v10_j8__v3_j6,27683.65056619,5.214e-08,False,-11.735542750254025,-9.012266601030843,-9.175988276878517,-7.963038792480373,-7.403995240882424,-7.277939989901484,-7.216209174603056,576833.6827909929
h2_v10_j8__v4_j10,h2,v10_j8__v4_j10,18712.43822741,1.46e-08,False,-12.345127043212589,-9.718758936967152,-9.843828629480974,-8.649600431346986,-8.083592007761865,-7.946318172244096,-7.861079920884141,389903.94821333716
h2_v10_j8__v4_j8,h2,v10_j8__v4_j8,20978.79410614,1.515e-08,False,-12.309810469575035,-9.656921490264391,-9.792965386158755,-8.592883229919204,-8.029931133775554,-7.894474675337623,-7.8166730431441,437127.1424563486
h2_v10_j8__v4_j6,h2,v10_j8__v4_j6,22861.90936322,1.776e-07,False,-11.229865088262668,-8.5517363972709,-8.698263818790718,-7.494903734257371,-6.932801953090993,-6.800112956114068,-6.727334171028811,476364.89783345157
h2_v10_j8__v5_j10,h2,v10_j8__v5_j10,14479.8376311,1.983e-08,False,-12.251331879763946,-9.689003903846595,-9.791686250376191,-8.604248555711207,-8.03673866953417,-7.8976181017985105,-7.800705989145089,301710.86168685654
h2_v10_j8__v5_j8,h2,v10_j8__v5_j8,16600.74265624,7.365e-08,False,-11.65605014744851,-9.06392732997181,-9.178103416457455,-7.986169620192872,-7.418841834508603,-7.281246511242839,-7.192611279083776,345903.3518924502
h2_v10_j8__v5_j6,h2,v10_j8__v5_j6,18366.54414293,4.699e-07,False,-10.8372464901814,-8.21922000416184,-8.342035143409158,-7.147989506930835,-6.581986604986678,-6.443836730125884,-6.3592140430488495,382696.6849180153
h2_v10_j8__v6_j10,h2,v10_j8__v6_j10,10583.43361635,4.608e-10,False,-13.98201711426101,-11.455045483833429,-11.533649795944225,-10.360539043297452,-9.789503089090848,-9.645422295740795,-9.540953264323564,220522.97528090634
h2_v10_j8__v6_j8,h2,v10_j8__v6_j8,12555.2416338,2.783e-07,False,-11.148892614304089,-8.600906071075165,-8.692102854338208,-7.512149134189983,-6.942036248148948,-6.800919171150329,-6.700652608244818,261608.78792483563
h2_v10_j8__v6_j6,h2,v10_j8__v6_j6,14201.38370495,9.208e-07,False,-10.589697432359149,-8.029665894418548,-8.130962635446373,-6.944659429994653,-6.376553436790196,-6.236904623905395,-6.141601180739705,295908.8232842738
h2_v10_j8__v7_j10,h2,v10_j8__v7_j10,7035.88195955,9.645e-08,False,-11.804692461593133,-9.305598794187633,-9.363923991523746,-8.206764440556826,-7.63261898871474,-7.486461625144478,-7.374593627245923,146603.99258783503
h2_v10_j8__v7_j8,h2,v10_j8__v7_j8,8852.33624517,5.994e-07,False,-10.922392345728928,-8.414830576627848,-8.483412851068707,-7.318423617506199,-6.745982015939458,-6.599781559111576,-6.490744144522622,184452.75869223505
h2_v10_j8__v7_j6,h2,v10_j8__v7_j6,10374.59390516,9.636e-07,False,-10.66735881639976,-8.141285490865291,-8.219307003382594,-7.047950524523939,-6.476717064833924,-6.332302178799151,-6.226351784740127,216171.46176101457
h2_v10_j8__v8_j10,h2,v10_j8__v8_j10,3856.64855936,1.515e-07,False,-11.85801053691897,-9.370420222234388,-9.40882986662891,-8.265370308896484,-7.690412069314956,-7.543792149395814,-7.428008074725453,80359.51712391432
h2_v10_j8__v8_j8,h2,v10_j8__v8_j8,5507.99024642,3.509e-07,False,-11.345816292468957,-8.851589494049483,-8.899284687219879,-7.748138086594452,-7.174314290805492,-7.02809124264013,-6.912839951300983,114767.89489965675
h2_v10_j8__v8_j6,h2,v10_j8__v8_j6,6899.68100971,1.332e-07,False,-11.672083635579318,-9.174783253756916,-9.231394329857933,-8.074933439858471,-7.500431661975933,-7.355069551817505,-7.242260261061073,143766.0252717835
h2_v10_j8__v9_j10,h2,v10_j8__v9_j10,1074.34050709,1.411e-09,False,-14.44615541453994,-11.956392908979968,-11.995038099296824,-10.85113715880618,-10.275936127033,-10.128669130754844,-10.0143221705058,22385.62395499694
h2_v10_j8__v9_j8,h2,v10_j8__v9_j8,2545.85506332,8.628e-08,False,-12.281348537720987,-9.79445194322036,-9.830706630845008,-8.689699990079337,-8.114256114796758,-7.967644337365863,-7.85155913572692,53047.01229759386
h2_v10_j8__v9_j6,h2,v10_j8__v9_j6,3796.93787873,9.058e-08,False,-12.087280218318254,-9.60086613478222,-9.63855187014625,-8.49561225507342,-7.920191982919054,-7.773227065916735,-7.658498590969835,79115.34841403237
h2_v10_j8__v10_j6,h2,v10_j8__v10_j6,1095.58044067,4.624e-09,False,-13.921081292822484,-11.432695891593454,-11.471220219089718,-10.327330566933218,-9.752176650161232,-9.605172533263266,-9.490586602982267,22828.192361208174
h2_v10_j9__v0_j11,h2,v10_j9__v0_j11,37951.05395809,1.819e-11,False,-14.684931407071844,-12.050428256480002,-12.189371233130712,-11.007603897051794,-10.4708330752367,-10.348227035083152,-10.285510882247754,790771.6566535748
h2_v10_j9__v0_j9,h2,v10_j9__v0_j9,41015.79352438,3.198e-13,False,-16.42651879959083,-13.777007762013598,-13.920887584663788,-12.73512233887573,-12.20001756136877,-12.080173699933432,-12.019882873678052,854630.4677085517
h2_v10_j9__v0_j7,h2,v10_j9__v0_j7,43626.44324254,1.586e-10,False,-13.71524650448839,-11.056592556996655,-11.20530978675758,-10.018348441371906,-9.483999123559308,-9.36528539877142,-9.306396583350054,909027.581550274
h2_v10_j9__v1_j11,h2,v10_j9__v1_j11,32491.02586835,2.314e-10,False,-13.604854305925812,-11.008711107289663,-11.134099484737828,-9.959680510379505,-9.417727521812315,-9.291085773222626,-9.225434915357212,677003.1309449926
h2_v10_j9__v1_j9,h2,v10_j9__v1_j9,35395.24313573,1.764e-11,False,-14.70846272780799,-12.09165456732054,-12.22447789485592,-11.04557982184594,-10.505274850683778,-10.38262215907188,-10.31834416712811,737517.199996781
h2_v10_j9__v1_j7,h2,v10_j9__v1_j7,37871.25627176,2.087e-09,False,-12.62442856226097,-9.99111595078974,-10.12960707556683,-8.947832167467116,-8.411459949647753,-8.28864883260347,-8.226795925050169,789108.9426565937
h2_v10_j9__v2_j11,h2,v10_j9__v2_j11,27359.5337668,1.453e-09,False,-12.816574136493388,-10.27857910167796,-10.382750914421823,-9.214596571994834,-8.67037174740271,-8.539545940774357,-8.4645138017018,570080.1844906315
h2_v10_j9__v2_j9,h2,v10_j9__v2_j9,30105.903092,2.908e-10,False,-13.514424614887554,-10.9403375053555,-11.055346750990743,-9.885720914657284,-9.339934332012726,-9.211636862858418,-9.142399241521646,627305.236091814
h2_v10_j9__v2_j7,h2,v10_j9__v2_j7,32449.81243418,1.386e-08,False,-11.82814916189433,-9.231485223009315,-9.35753253001291,-8.183221953855266,-7.641708822393808,-7.515197812911526,-7.448114845537146,676144.3823144279
h2_v10_j9__v3_j11,h2,v10_j9__v3_j11,22553.69332016,5.787e-09,False,-12.237644293160008,-9.75574688260616,-9.836541618143404,-8.680280748533647,-8.133065366464562,-7.993224412865973,-7.908075132334367,469942.7175365113
h2_v10_j9__v3_j9,h2,v10_j9__v3_j9,25143.52489656,2.616e-09,False,-12.560607905894647,-10.055895980424117,-10.150723409781154,-8.987374195892496,-8.441394703533682,-8.306903398218568,-8.227582136372053,523906.0516875251
h2_v10_j9__v3_j7,h2,v10_j9__v3_j7,27356.79341337,6.124e-08,False,-11.190971781299952,-8.653338192162314,-8.758028926285332,-7.588759647332775,-7.045561111343553,-6.915127349339518,-6.838409638840605,570023.0847899473
h2_v10_j9__v4_j11,h2,v10_j9__v4_j11,18073.83533344,1.59e-08,False,-11.843829081825763,-9.406229905252925,-9.46344472334329,-8.316506075930494,-7.765313567940453,-7.623586516717503,-7.528226318437325,376597.62294062955
h2_v10_j9__v4_j9,h2,v10_j9__v4_j9,20506.86516277,1.592e-08,False,-11.826322999353996,-9.353735564176612,-9.425025443205683,-8.271243931482873,-7.723891050885402,-7.58296481708862,-7.493155290754011,427293.7388100734
h2_v10_j9__v4_j7,h2,v10_j9__v4_j7,22589.73997276,1.992e-07,False,-10.6983640774497,-8.217863082533253,-8.298949193644113,-7.143119115643349,-6.595022194612176,-6.455143696994949,-6.370764460951,470693.80790740834
h2_v10_j9__v5_j11,h2,v10_j9__v5_j11,13924.04227994,2.362e-08,False,-11.720974808046009,-9.334075575650724,-9.372613513793205,-8.240552417443883,-7.685927928518485,-7.539194568657616,-7.43233272086897,290129.96564421954
h2_v10_j9__v5_j9,h2,v10_j9__v5_j9,16198.11945118,7.597e-08,False,-11.184849984633155,-8.7687625716012,-8.817250458964931,-7.677306504955003,-7.122027175577622,-6.980133853994744,-6.8793277594617805,337514.04551840154
h2_v10_j9__v5_j7,h2,v10_j9__v5_j7,18149.41545111,4.987e-07,False,-10.343927388140456,-7.907335118638983,-7.96511577760736,-6.818278330983715,-6.266647737363922,-6.125784659925073,-6.029787055463272,378172.4570658155
